location,locationType,state,lat,lon,count
Bourbon Street Drinkery,Neighborhood,Louisiana,29.9550598,-90.06893240000001,1
Cincinnati Zoo & Botanical Garden,Natural Attraction,Ohio,39.14444455,-84.50806097239709,1
Maryland,State,Maryland,39.5162234,-76.9382069,7
"Fairfield, Ohio",City,Ohio,39.788611100000004,-82.64188829999999,4
Miami Downtown Brickell,Neighborhood,Florida,25.7583871,-80.19872159999998,2
"Rockwell, North Carolina",City,North Carolina,35.5512508,-80.4064485,1
"Flatonia, Texas",City,Texas,29.687732699999998,-97.108602,1
"Key Largo, Florida",City,Florida,25.087035,-80.4472392,6
V. Sattui Winery,Restaurant,California,38.4886828,-122.44875929999999,5
True Food Kitchen,Restaurant,Arizona,33.62424915,-111.924282002555,1
The Adler Planetarium,Place of Interest,Illinois,41.8663658,-87.6066262934419,14
Seneca Lake,Natural Attraction,New York,42.62798415,-76.8964140303032,2
"Savannah, Georgia",City,Georgia,32.0809263,-81.09117679999999,29
Black Canyon of the Gunnison National Park,Natural Attraction,Colorado,38.579806500000004,-107.743697049741,6
Philadelphia City Hall,Place of Interest,Pennsylvania,39.95240015,-75.1629878834212,26
Lake Powell Navajo Tribal Park,Natural Attraction,Arizona,36.966657399999995,-111.292374,2
"Saint Helena, California",City,California,38.5052288,-122.47004240000001,7
The Andy Warhol Museum,Place of Interest,Pennsylvania,40.4483774,-80.0025002794955,2
McWay Falls,Natural Attraction,California,36.1578211,-121.67239579999999,8
San Antonio Zoo,Place of Interest,Texas,29.46377665,-98.4724929788854,1
Woodland Park Zoo,Place of Interest,Washington,47.669258500000005,-122.350909209361,3
McCarran International Airport,Travel,Nevada,36.0861034,-115.161119930121,36
Grand Teton National Park,Natural Attraction,Wyoming,43.81056675,-110.648794777143,51
"Glacier Bay, Alaska",City,Alaska,61.2170292,-149.7814747,2
"Edmond, Oklahoma",City,Oklahoma,35.6571367,-97.46490379999999,2
"Surf City, New Jersey",City,New Jersey,39.6587349,-74.16829200000001,1
"Coeur d'Alene, Idaho",City,Idaho,47.6742994,-116.7811531,1
Pictured Rocks National Lakeshore,Natural Attraction,Michigan,46.546554,-86.3753677772392,3
Charles River Esplanade,Natural Attraction,Massachusetts,42.35620495,-71.0752438883347,6
"Sonoma County, California",City,California,38.511080299999996,-122.8473388,1
"Alcatraz, San Francisco Bay",Place of Interest,California,37.8274638,-122.4241366,17
"Belfast, Maine",City,Maine,44.4261194,-69.00673590000001,1
Nambe Falls,Natural Attraction,New Mexico,35.8448084,-105.90554499999999,1
"Winthrop, Massachusetts",City,Massachusetts,42.375097600000004,-70.982827,1
"Taos Pueblo, New Mexico",City,New Mexico,36.438187799999994,-105.5474245,1
"Kenwood, Ohio",City,Ohio,39.2106145,-84.36716190000001,1
Palo Duro Canyon State Park,Natural Attraction,Texas,34.9124404,-101.625372594076,1
"Gulf Shores, Alabama",City,Alabama,30.297024,-87.6457412289458,3
5th Avenue - New-York City USA,Neighborhood,New York,40.757284000000006,-73.978116,11
Rick Husband Amarillo International Airport,Travel,Texas,35.21937225,-101.70184722627899,1
Florida,State,Florida,27.7567667,-81.4639835,16
Key Biscayne - Crandon Beach,Natural Attraction,Florida,25.7080406,-80.15224246903959,3
Urban Light,Place of Interest,California,34.0630508,-118.3592066,23
"Ocean Beach, San Diego",Natural Attraction,California,32.7448067,-117.2476067,5
Seattle Great Wheel,Place of Interest,Washington,47.6061778,-122.34256470000001,15
National September 11 Memorial & Museum,Place of Interest,New York,40.711258799999996,-74.01329546322579,30
"Hyannis Port, Massachusetts",City,Massachusetts,41.6334445,-70.2983549,1
"Boone, North Carolina",City,North Carolina,36.216795,-81.6745517,1
Dead Horse Point State Park,Natural Attraction,Utah,38.4708276,-109.74030520000001,8
Smith Rock State Park,Natural Attraction,Oregon,44.3667321,-121.141689427939,2
"Sun Valley, Idaho",City,Idaho,43.696215,-114.35309699999999,4
The Old No. 77 Hotel & Chandlery,Travel,Louisiana,29.94792005,-90.067484744205,2
"Woodstock, New York",City,New York,42.041003,-74.118329,2
Radisson Hotel Denver Central,Travel,Colorado,39.7853943,-104.9913155,1
Caesars Palace,Place of Interest,Nevada,36.1166277,-115.176756766246,51
"Augusta, Georgia",City,Georgia,33.470971399999996,-81.9748429,2
"Deadwood, South Dakota",City,South Dakota,44.376651,-103.729642,1
"St. Louis County, Missouri",City,Missouri,38.639874400000004,-90.51881277501239,1
Tenaya Lake,Natural Attraction,California,37.8310253,-119.461466459589,11
"Fort Mill, South Carolina",City,South Carolina,35.007369700000005,-80.9450759,2
The Firehouse Restaurant,Restaurant,Pennsylvania,40.2637188,-76.8880806,1
"Algonquin, Illinois",City,Illinois,42.16558010000001,-88.2942493,1
"Newport, Rhode Island",City,Rhode Island,41.489982700000006,-71.3137707,42
"Downtown Austin, Texas",City,Texas,30.268053600000002,-97.7447642,1
"Chimney Rock, North Carolina",City,North Carolina,35.4327295,-82.2503096,2
"Orange Beach, Alabama",City,Alabama,30.294368100000003,-87.5735935,3
Sacramento International Airport,Travel,California,38.68722345,-121.590370280632,1
Staten Island Ferry,Place of Interest,New York,40.701158299999996,-74.01283259999998,19
Edinboro Lake,Natural Attraction,Pennsylvania,41.8839946,-80.134823535141,1
"Chatham, Massachusetts",City,Massachusetts,41.6820563,-69.9597376,1
"Honolulu, Hawaii",City,Hawaii,21.304547,-157.8556764,32
"1329 Carroll Avenue, Los Angeles, California",Neighborhood,California,34.0694,-118.2540868,1
Andy Warhol Bridge,Natural Attraction,Pennsylvania,40.4476388,-80.001956,1
"Golden Gate,San Francisco",Place of Interest,California,37.8302731,-122.4798443,20
Chicago Chinatown,Neighborhood,Illinois,41.8516579,-87.63313829999998,1
The Neon Museum,Place of Interest,Nevada,36.1769221,-115.135259493782,14
"Greenwich, New York",City,New York,43.0906318,-73.49872509999999,1
Fremont East District,Neighborhood,California,37.5574802,-121.97663179999999,1
"Blanding, Utah",City,Utah,37.6239617,-109.47802050000001,1
"Fairfax County, Virginia",City,Virginia,38.8156356,-77.28368490000001,2
Montrose West Hollywood,Neighborhood,California,34.0877697,-118.387401297332,1
"USA, New York",City,New York,40.7127281,-74.0060152,1
Chinatown,Neighborhood,New York,40.716491299999994,-73.99625040000001,18
Canyonlands National Park,Natural Attraction,Utah,38.16665220000001,-109.984017,21
"Wall Street, New York",City,New York,40.704801700000004,-74.0069496,5
New York Stock Exchange,Place of Interest,New York,40.7070653,-74.01117438284459,17
Anaheim Packing District,Neighborhood,California,33.8323356,-117.912441169713,3
Buffalo Waterfront,Neighborhood,New York,42.8867166,-78.87839220000001,6
New Jersey,State,New Jersey,40.0757384,-74.4041622,19
"Bainbridge Island, Washington",City,Washington,47.6262626,-122.5204513,5
Venice Beach - Venice Boulevard,Neighborhood,California,37.4794923,-122.4509938,7
34th Street,Neighborhood,Pennsylvania,39.955785,-75.1917002,4
"Miami Shores, Florida",City,Florida,25.8631515,-80.1928253,1
LA Art District,Neighborhood,Michigan,42.36153785,-83.0615352287702,1
"Chinatown, Los Angeles",Neighborhood,California,34.0634589,-118.2360497,3
"Rockport, Massachusetts",City,Massachusetts,42.6556507,-70.6203216,5
"Wells Beach, Maine",City,Maine,43.302586100000006,-70.5672753,2
Central Troy Historic District,Neighborhood,Ohio,40.0411647,-84.2096658,1
Alaska,State,Alaska,64.44596130000001,-149.680909,4
Downtown Pittsburgh,Neighborhood,Pennsylvania,40.440439899999994,-80.0058066,4
Cloud Gate,Place of Interest,Illinois,41.8826726,-87.62331460868731,33
"Glenwood Springs, Colorado",City,Colorado,39.5507448,-107.3255001,3
"49 Broadway, Times Square , New York",Neighborhood,New York,40.762798700000005,-73.98322259999999,1
"Destin, Florida",City,Florida,30.3935337,-86.49578340000001,2
Sheraton New York Times Square,Neighborhood,New York,40.75698395,-73.9862656094672,4
"Navajo, Arizona",City,Arizona,35.1819775,-110.3549451,1
"Ketchikan, Alaska",City,Alaska,55.3430696,-131.6466819,2
Museum Campus,Place of Interest,Texas,30.278881800000004,-97.741297,3
Kekaha Beach Park,Natural Attraction,Hawaii,21.970833,-159.715,1
9/11 Memorial Museum,Place of Interest,New York,40.71143635,-74.0126374430329,4
The Dali Museum,Place of Interest,Florida,27.7659874,-82.6314611426675,6
"Arizona City, Arizona",City,Arizona,32.7484,-111.67590514853701,2
"Silverton, Colorado",City,Colorado,37.8115318,-107.66436470000001,1
"Atlantic City, New Jersey",City,New Jersey,39.364285200000005,-74.42293509999999,12
"Anaheim, California",City,California,33.8347516,-117.911732,4
UC Berkeley,Place of Interest,California,37.8753497,-122.23963364918801,12
Runyon Canyon - Los Angeles / Hollywood,Neighborhood,California,34.1123359,-118.350746424564,3
World Trade Center station,Place of Interest,New York,40.7118914,-74.01261290000001,2
LaGuardia Airport,Travel,New York,40.7757145,-73.8733639851154,11
"Slide Rock of Sedona,Arizona",City,Arizona,34.9472379,-111.75404740000002,3
"New Haven, Connecticut",City,Connecticut,41.3082138,-72.92505179999999,3
Penny's Coffee,Restaurant,Minnesota,44.9812428,-93.26607940000001,1
"Eagle-Vail, Colorado",City,Colorado,39.6197935,-106.489092841301,1
Minnesota,State,Minnesota,45.98965870000001,-94.6113288,5
"Minneapolis, Minnesota",City,Minnesota,44.970670500000004,-93.268217735811,50
"Palm Coast, Florida",City,Florida,29.5541432,-81.22076729999999,3
"Hampton Beach, New Hampshire",City,New Hampshire,42.9089196,-70.81002910399201,2
"Waihee, Hawaii",City,Hawaii,20.9303616,-156.5106667,1
Union Station Los Angeles,Travel,California,34.0560576,-118.235893003085,8
"San Francisco, Golden Gate Bridge",Natural Attraction,California,37.8303213,-122.4797496,6
"Badwater, California",City,California,36.229674200000005,-116.7669939,10
"Yucca Valley, California",City,California,34.12346289999999,-116.4140676,7
Montana,State,Montana,47.3752671,-109.63875790000002,8
"North Adams, Massachusetts",City,Massachusetts,42.700915,-73.10871479999999,2
Warner Bros. Studio Tour Hollywood,Neighborhood,California,34.1519737,-118.3366125,47
"Fairhaven, Washington",City,Washington,48.7199804,-122.5036241,2
Mississippi River,Natural Attraction,Missouri,39.548248,-91.153628,12
"Livermore, California",City,California,37.6820583,-121.76805309999999,5
85 10th Avenue,Neighborhood,Maryland,39.3113028174774,-77.61293088938021,1
Old Fort Niagara,Place of Interest,New York,43.26303955,-79.0640788850157,10
"Carmel-by-the-Sea, California",City,California,36.555238700000004,-121.92328789999999,5
"Lake Placid, New York",City,New York,44.279621,-73.979874,8
Downtown Minneapolis,Neighborhood,Minnesota,44.9785907,-93.2678267,3
"Eagan, Minnesota",City,Minnesota,44.818173,-93.1659179,1
Antelope Canyon Navajo Tours,Natural Attraction,Arizona,36.8972907,-111.4083139,2
GRAMMY Museum,Place of Interest,California,34.044459100000005,-118.2646978,2
"Mist Trail, Yosemite National Park",Natural Attraction,California,37.7323971,-119.55790209999999,1
Washington,State,District of Columbia,38.8950092,-77.0365625,11
Yosemite Falls,Natural Attraction,California,37.7542908,-119.5972692,12
"6th Street, Austin, TX",Neighborhood,Texas,29.798509999999997,-96.09477,7
Hoover Dam,Place of Interest,Arizona,36.01573205,-114.73716346273899,44
"Yonkers, New York",City,New York,40.9312099,-73.8987469,1
Tokopah Falls,Natural Attraction,California,36.611088200000005,-118.69405479999999,2
Big Basin Redwoods State Park,Natural Attraction,California,37.0968991,-122.27941159999999,4
"Del Monte Forest, California",City,California,36.5863492,-121.9474558,1
"Pacific Grove, California",City,California,36.617443200000004,-121.9155906,4
"Steelville, Missouri",City,Missouri,37.9680999,-91.35486800000001,1
"Union Station, Washington D.C.",Travel,District of Columbia,38.897766,-77.0074143,23
Six Flags Magic Mountain,Place of Interest,California,34.424817700000006,-118.59698801789,19
"Astoria, Oregon",City,Oregon,46.187884999999994,-123.83125600000001,2
Cass Winery,Restaurant,California,35.59772529999999,-120.56482835,3
Monterey Bay Aquarium,Place of Interest,California,36.61808885,-121.90167202803002,31
LEGOLAND California,Place of Interest,California,33.1278683,-117.311664311922,18
Amélie's French Bakery & Café,Restaurant,Georgia,33.775222899999996,-84.40692205482159,1
Eberle Winery,Restaurant,California,35.64978545,-120.628122310971,1
Delano South Beach,Natural Attraction,Florida,25.79212375,-80.12917450022141,2
Brooklyn Botanic Garden,Natural Attraction,New York,40.6676619,-73.9636261307673,7
Treasure Island Hotel & Casino,Travel,Nevada,36.1246174,-115.17197582257299,11
Cocoa Beach Pier,Natural Attraction,Florida,28.36775075,-80.60179673258791,1
"Highline Park, New York City",City,New York,40.715421899999996,-73.9932075,4
Grand Canyon - East Entrance,Natural Attraction,Utah,37.655117100000005,-112.1628949,1
Chihuly Garden and Glass,Place of Interest,Washington,47.620529600000005,-122.35020712496402,19
"Burlingame, California",City,California,37.5841026,-122.36608249999999,4
Carlo's Bakery,Restaurant,New Jersey,40.737185499999995,-74.03078609999999,6
"Mammoth Lakes, California",City,California,37.6268015,-118.846749997302,20
"Austin, Texas",City,Texas,30.2711286,-97.7436995,64
USS Constitution Museum,Place of Interest,Massachusetts,42.3739559,-71.0555153709133,1
"Old Orchard Beach, Maine",City,Maine,43.517684,-70.37773100000001,2
Arts District of Los Angeles,Neighborhood,California,34.041238899999996,-118.2344503,3
Sleeping Bear Dunes National Lakeshore,Natural Attraction,Michigan,44.9309354,-85.89838335045201,4
Dogtown Coffee,Restaurant,California,34.007166600000005,-118.4887539,1
Hickman Bridge,Natural Attraction,Utah,38.291416999999996,-111.2343294,1
"Lake, Michigan",City,Michigan,43.8799951,-85.7757616,3
"Buda, Texas",City,Texas,30.082475,-97.84171440000001,2
"National Harbor, Maryland",City,Maryland,38.78343595,-77.0141419981481,2
"Idaho County, Idaho",City,Idaho,45.768068400000004,-115.5160723,1
Idaho,State,Idaho,43.644764200000004,-114.0154071,2
"Avon, Colorado",City,Colorado,39.6329025,-106.471183807855,1
"Rapid City, South Dakota",City,South Dakota,44.081176,-103.22800600000001,4
"New Buffalo, Michigan",City,Michigan,41.795256200000004,-86.7444526,1
Crater Lake Oregon,Natural Attraction,Oregon,42.94152615,-122.098820284268,1
"Milwaukee, Wisconsin",City,Wisconsin,43.0349931,-87.92249699999999,16
Grand Canyon-Arizona,Natural Attraction,Arizona,36.0965604,-112.09849409999998,12
Taggart Lake Trail,Natural Attraction,Wyoming,43.6986584,-110.73481770000001,1
Sequioa National Park,Natural Attraction,Arizona,35.1795315,-111.6770419,5
"Oneida County, New York",City,New York,43.2144051,-75.4039155,1
"Main Street, Bozeman",Neighborhood,Montana,45.679984000000005,-111.044675,2
"Florence, South Carolina",City,South Carolina,34.198443499999996,-79.7671658,1
"Mammoth, Wyoming",City,Wyoming,44.976628000000005,-110.70072320000001,1
"Beaufort, South Carolina",City,South Carolina,32.431581300000005,-80.6698286,1
"Reno, Nevada",City,Nevada,39.529270000000004,-119.8136744,14
"Lockhart, Texas",City,Texas,29.883210499999997,-97.67362920000001,1
River Run Campground,Natural Attraction,West Virginia,39.032059999999994,-80.066772,1
"Eastpoint, Florida",City,Florida,29.736601,-84.87851850000001,1
"Big Sky, Montana",City,Montana,45.258964399999996,-111.3087255,1
"Bozeman, Montana",City,Montana,45.679984000000005,-111.044675,2
"Marina del Rey, California",City,California,36.9225615,-121.85178490000001,12
Radio City Music Hall,Place of Interest,New York,40.759811600000006,-73.9792790564285,20
Connecticut,State,Connecticut,41.6500201,-72.7342163,4
Rodin Museum,Place of Interest,Pennsylvania,39.9619295,-75.17395079999999,2
"Wayne County, Utah",City,Utah,38.3079634,-111.1243088,1
"Ocean Grove, New Jersey",City,New Jersey,40.2120575,-74.00652579999999,1
"Hollywood, Florida",City,Florida,26.0112014,-80.1494901,4
St. George Island State Park,Natural Attraction,Florida,29.7275835,-84.7352775728298,1
"Anchorage, Alaska",City,Alaska,61.2163129,-149.8948523,4
"Robbinsville, New Jersey",City,New Jersey,40.22382525,-74.5892842890151,2
"Staten Island, New York",City,New York,40.5834557,-74.14960479999999,5
Hotel-Harrington,Travel,District of Columbia,38.8958971,-77.0273017,1
Wells Fargo History Museum,Place of Interest,California,37.7933794,-122.40270079999999,1
"Salt Lake County, Utah",City,Utah,40.6632297,-111.91031240000001,1
Badlands National Park,Natural Attraction,South Dakota,43.52710585,-102.361662895674,12
"San Jose, California",City,California,37.3361905,-121.89058329999999,24
Massachusetts Institute of Technology (MIT),Place of Interest,Massachusetts,42.3583961,-71.0956778766393,23
Roosevelt Island Tramway,Natural Attraction,New York,40.7590955,-73.9590103,15
Grand Canyon Arizona,Natural Attraction,Arizona,36.0965604,-112.09849409999998,19
"Valley of Fire, Nevada",City,Wisconsin,44.050098299999995,-88.5790051,1
"Blacksburg, Virginia",City,Virginia,37.2296566,-80.4136767,6
Monument Valley Park,Natural Attraction,Colorado,38.8508124,-104.828287504744,13
Lake Mead Overlook,Natural Attraction,Pennsylvania,41.8433968,-78.9465338,5
Poulsbo Waterfront & Marina,Neighborhood,Washington,47.73241289999999,-122.64796740000001,1
The Egg & I Restaurants,Restaurant,Minnesota,44.965962700000006,-93.2042562,3
"Chapel Hill, North Carolina",City,North Carolina,35.9131542,-79.05578,1
Disney California adventure,Place of Interest,California,33.8063981,-117.919949858596,2
Pennsylvania,State,Pennsylvania,40.9699889,-77.72788309999999,8
Belmar Beach,Natural Attraction,New Jersey,40.1784471,-74.0218037,4
Francis Ford Coppola Winery,Restaurant,California,38.67949045,-122.88692764683701,1
Abraham Lincoln Memorial Washington DC,Place of Interest,District of Columbia,38.889268799999996,-77.0502333,6
Georgia,State,Georgia,32.329380900000004,-83.1137366,1
"Olympia, Washington",City,Washington,47.0451022,-122.89500749999999,1
MoMA The Museum of Modern Art,Place of Interest,New York,40.761612400000004,-73.97749918210809,49
Phoenix Zoo,Place of Interest,Arizona,33.44963985,-111.946359470747,2
"Scottsdale, Arizona",City,Arizona,33.5091215,-111.8992365,4
"Joshua Tree National Park, Palm Desert, South California",Natural Attraction,California,33.89706715,-115.951115788683,2
"Castro District, San Francisco",Neighborhood,California,37.7608561,-122.43495700000001,17
"Boise, Idaho",City,Idaho,43.61656,-116.20083500000001,2
Point Mugu State Park,Natural Attraction,California,34.1069238,-119.021025373874,1
Behind The Museum Cafe,Place of Interest,Oregon,45.5164522,-122.68428059999998,1
Portland Art Museum,Place of Interest,Oregon,45.51622879999999,-122.6836169,3
"Griffith Observatory, Hollywood Hills",Place of Interest,California,34.11821875,-118.300293321966,2
"Columbia, Missouri",City,Missouri,38.951883,-92.3337366,1
"Pebble Beach, California",City,California,36.5672414,-121.94421340000001,14
Gantry Plaza State Park,Natural Attraction,New York,40.7463389,-73.9580061935508,2
"Museum of Fine Arts, Boston",Place of Interest,Massachusetts,42.3394576,-71.0938964010892,7
"Longwood, Pennsylvania",City,Pennsylvania,39.8689034,-75.662379,1
"Quincy, Massachusetts",City,Massachusetts,42.25287720000001,-71.0022705,3
Waterfront Seattle,Neighborhood,Washington,47.6038321,-122.3300624,2
Missouri,State,Missouri,38.7604815,-92.5617875,2
"Wallington, New Jersey",City,New Jersey,40.8531553,-74.1137537,2
Five Guys Burgers and Fries,Restaurant,Florida,28.4756224,-81.4506374,1
Olympic National Park,Natural Attraction,Washington,47.78653245,-123.536050330855,7
Colorado,State,Colorado,38.7251776,-105.60771670000001,20
Chinatown (Boston),Neighborhood,Massachusetts,42.352216600000006,-71.0626074,1
The Morgan Library & Museum,Place of Interest,New York,40.7491907,-73.98147929999999,1
"Savannah Beach, Georgia",City,Georgia,31.9930668,-80.84575600000001,1
Disneyland Resort-Anaheim California,Place of Interest,California,33.81197955,-117.921907766707,1
Hanging Rock State Park,Natural Attraction,North Carolina,36.39353845,-80.2672123054422,1
"Indianapolis, Indiana",City,Indiana,39.7683331,-86.1583502,6
"Ballston Spa, New York",City,New York,43.000908700000004,-73.8490111,1
The Nelson-Atkins Museum of Art,Place of Interest,Missouri,39.0449664,-94.580958197004,1
"Asbury Park, New Jersey",City,New Jersey,40.2203907,-74.01208170000001,5
"Estes Park, Colorado",City,Colorado,40.336359,-105.531074868467,6
"Lexington, Kentucky",City,Kentucky,38.0464066,-84.4970393,2
"Oradell, New Jersey",City,New Jersey,40.954368,-74.0310422,1
Miami Beach-North Beach,Natural Attraction,Maryland,39.3059454,-76.370332661066,7
"West Yellowstone, Montana",City,Montana,44.6642902,-111.10513722508999,5
"Wharton, New Jersey",City,New Jersey,40.8931546,-74.58182540000001,1
"Rutherford, New Jersey",City,New Jersey,40.826489,-74.10680909999999,1
"New Braunfels, Texas",City,Texas,29.7028266,-98.1257348,1
"Auburn, Washington",City,Washington,47.3075369,-122.2301808,2
Fort Lauderdale Beach,Natural Attraction,Florida,26.14700555,-80.1013356709149,3
"Avila Beach, California",City,California,35.1799752,-120.73184180000001,2
Twin Falls (Idaho),Natural Attraction,Idaho,42.5704219,-114.46031709999998,1
Riverside Park 86th Street,Neighborhood,Connecticut,41.031241066709,-73.58666111768271,1
"Weirton, West Virginia",City,West Virginia,40.4189566,-80.5895167,1
The Winery at Bull Run,Restaurant,Virginia,38.82845935,-77.4993958892605,1
"Cedar Park, Texas",City,Texas,30.521711600000003,-97.827833,1
"Hurstbourne, Kentucky",City,Kentucky,38.2381263,-85.58829370000001,1
"Leon County, Texas",City,Texas,31.2715127,-95.99533819999999,1
Montage Laguna Beach,Natural Attraction,California,33.51472775,-117.75712436584999,1
The John Hancock Center,Place of Interest,Illinois,41.89891075,-87.62308104553499,10
"Deerfield Beach, Florida",City,Florida,26.318341999999998,-80.0996306,7
Washington Monument,Place of Interest,District of Columbia,38.8894737,-77.03524965,31
Massachusetts,State,Massachusetts,42.3788774,-72.03236600000001,7
Arlington National Cemetery,Place of Interest,Virginia,38.8785384,-77.0691117012097,23
"Playa Fortuna, Puerto Rico",City,Puerto Rico,18.380664499999998,-65.7377500294794,1
"Grant St. Chinatown, San Francisco",Neighborhood,California,37.7924778,-122.40580890000001,1
"Mobile, Alabama",City,Alabama,30.6943566,-88.04305409999999,1
"Nageezi, New Mexico",City,New Mexico,36.2667656,-107.745577,1
Lake Chelan,Natural Attraction,Washington,48.07858615,-120.475713837271,1
Manhattan Beach Pier,Natural Attraction,California,33.8842512,-118.4121548,7
Centennial Lakes Park,Natural Attraction,Minnesota,44.868010999999996,-93.32572411076029,1
"Birmingham, Michigan",City,Michigan,42.5467012,-83.2113192,1
Chicago Loop / Downtown Chicago,Neighborhood,Illinois,41.881644,-87.63209480891291,2
Downtown Atlanta,Neighborhood,Georgia,33.74830855,-84.3921178,7
"Death Valley, NV",Natural Attraction,Nevada,36.125955,-115.062458,1
"Irvine, California",City,California,33.685696899999996,-117.82598190000002,3
The Art Institute of Chicago,Place of Interest,Illinois,41.8796126,-87.62305365805891,22
Lady Bird Lake,Natural Attraction,Texas,30.26860325,-97.76277328657369,4
"West Covina, California",City,California,34.0686208,-117.93895259999998,1
Emerald Bay State Park,Natural Attraction,California,38.9597206,-120.08830301312099,9
"Canal Street, New Orleans",Neighborhood,Louisiana,29.956191399999998,-90.07373829999999,2
Motown Museum,Place of Interest,Michigan,42.36412165,-83.0884919320086,1
Hollywood Hills,Neighborhood,South Carolina,34.0795976,-81.01870179999999,25
San Francisco Cable Car Museum,Place of Interest,California,37.7948098,-122.411863152131,1
Monterey Old Fisherman's Wharf,Neighborhood,California,36.60457485,-121.892642058383,14
"New City, New York",City,New York,41.1469917,-73.9902998,3
SevenMile Bridge,Natural Attraction,Arizona,33.785329,-109.9567649,1
Wisconsin,State,Wisconsin,44.4308975,-89.6884637,3
"Meridian, Idaho",City,Idaho,43.6086295,-116.392326,1
Oregon,State,Oregon,43.9792797,-120.737257,13
Disneyland - Theme Park,Place of Interest,California,33.8136476,-117.91971569947701,8
North Lake Tahoe,Natural Attraction,California,39.0885405,-120.05035277301701,5
"Flatiron District, NYC",Neighborhood,New York,40.7410722,-73.98965340000001,23
"Falls City, Oregon",City,Oregon,44.8662285,-123.4359382,1
Downtown LA,Neighborhood,Missouri,38.6260958,-90.1901359,20
Cape Lookout State Park,Natural Attraction,Oregon,45.3643619,-123.9654077,1
Hebo Lake,Natural Attraction,Oregon,45.2311784,-123.7967229,1
Seaport Village,Place of Interest,California,32.70918365,-117.17026738556999,12
The Empire State Building,Place of Interest,New York,40.7484284,-73.9856546198733,4
"Santa Fe, New Mexico",City,New Mexico,35.68699960000001,-105.9377997,17
"Universal Studio, Hollywood, Los Angeles",Neighborhood,California,34.13778775,-118.36108533127701,1
"Gallup, New Mexico",City,New Mexico,35.528357299999996,-108.7439489,1
Z NYC Hotel,Travel,New York,40.751979999999996,-73.947504666071,1
"Torrey, Utah",City,Utah,38.2997368,-111.42047050000001,1
Tennessee,State,Tennessee,35.7730076,-86.28200809999998,6
"Madrid, New Mexico",City,New Mexico,35.4067047,-106.1525226,2
"Moab, Utah",City,Utah,38.573809600000004,-109.5462146,17
"Natchez, Mississippi",City,Mississippi,31.5604442,-91.403171,3
Miami International Airport - MIA,Travel,Florida,25.7949789,-80.2867234109541,21
Downtown Denver,Neighborhood,Colorado,39.753225799999996,-105.000094365569,1
Brickell Key Bridge,Natural Attraction,Florida,25.7673491,-80.1850142,1
"Madison, Wisconsin",City,Wisconsin,43.074760999999995,-89.3837613,5
"Chula Vista, California",City,California,32.6400541,-117.0841955,3
Loews Miami Beach Hotel,Natural Attraction,Florida,25.789383100000002,-80.12934426562259,4
150 North Riverside,Natural Attraction,Illinois,41.8852811,-87.638483424775,1
"Hialeah, Florida",City,Florida,25.8575963,-80.2781057,1
Huntington Beach Pier,Natural Attraction,California,33.6546016,-118.004652877203,6
"Orange County, Texas",City,Texas,30.122863399999996,-93.9041169,1
Eataly NYC Flatiron,Restaurant,New York,40.741838,-73.9898967,10
"Vero Beach, Florida",City,Florida,27.6387163,-80.39753990000001,1
"Livingston, New Jersey",City,New Jersey,40.795933500000004,-74.3148713,1
Mesa Verde National Park,Natural Attraction,Colorado,37.253776,-108.455596409289,4
Mandalay Bay Resort and Casino,Place of Interest,Nevada,36.092338299999994,-115.174818972644,13
"Piscataway, New Jersey",City,New Jersey,40.5462553,-74.46604079999999,1
"Worcester, Massachusetts",City,Massachusetts,42.262593200000005,-71.8022934,2
"Pier 39, San Francisco",Neighborhood,California,37.8097854,-122.4102658,3
Arts District Los Angeles,Neighborhood,California,34.041238899999996,-118.2344503,3
National Mall and Memorial Parks,Place of Interest,District of Columbia,38.8813338,-77.03280190000001,13
Downtown Nashville,Neighborhood,Tennessee,36.163092600000006,-86.7798292,6
Ralph's Coffee,Restaurant,New York,40.7716285,-73.9657301,1
"Fairfax, Virginia",City,Virginia,38.8462236,-77.3063733,4
"Foley, Alabama",City,Alabama,30.406586800000003,-87.68359740000001,2
"Downey, California",City,California,33.942215000000004,-118.1235646,1
The Westin New York At Times Square,Neighborhood,New York,40.75743635,-73.98907117554279,6
"La Jolla, California",City,California,32.83259,-117.27168390000001,19
Beale Street - Memphis,Neighborhood,Tennessee,35.1392984,-90.0494093,3
"White Hills, Arizona",City,Arizona,36.437223100000004,-109.74844479999999,1
Lake Calhoun,Natural Attraction,Minnesota,44.9420987,-93.31195073414351,1
Stewart International Airport,Travel,New York,41.5020532,-74.1212028801658,1
Brooklyn Bridge Park,Natural Attraction,New York,40.69753125,-73.9987583356843,44
Siesta Key Beach,Natural Attraction,Florida,27.275596000000004,-82.55616269396741,2
"Liberty, New York",City,New York,41.801200200000004,-74.7465527,5
Caribou Coffee,Restaurant,Minnesota,44.9759831,-93.2734826,1
"Fulton, New York",City,New York,43.1061507,-74.4461771,1
Downtown Los Angeles,Neighborhood,California,34.4987133,-118.5843067,21
Sawatdee Thai Restaurant,Restaurant,North Carolina,36.1424396,-80.301133,1
Downtown Fort Myers,Neighborhood,Florida,26.64400745,-81.8726884855943,1
"Marietta, Georgia",City,Georgia,33.9528472,-84.54961479999999,1
